Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Age,Gender,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2022-008393,2022-01-04,2022-01-06,Standard Class,CUST-00037,Chen Müller,62.0,Female,Consumer,United States,Charlotte,Florida,89465.0,South,PRD-6287,Technology,Machines,Label Printer,1987.16,7,0.2,193.54
ORD-2022-002420,2022-01-04,2022-01-07,Standard Class,CUST-01233,Fatima Miller,69.0,Female,Consumer,United States,Houston,Michigan,92663.0,Central,PRD-4226,Office Supplies,Storage,Storage Box,258.95,5,0.15,31.52
ORD-2022-002831,2022-01-04,2022-01-09,Standard Class,CUST-00674,Chen Iyer,53.0,Male,Consumer,United States,Boston,New York,61247.0,East,PRD-4786,Furniture,Bookcases,Corner Bookshelf,846.92,7,0.0,126.04
ORD-2022-008706,2022-01-04,2022-01-08,Second Class,CUST-00433,Robert Nair,40.0,Male,Home Office,United States,Columbus,Texas,95294.0,Central,PRD-7563,Office Supplies,Binders,Clipboard,86.05,5,0.15,9.61
ORD-2022-005540,2022-01-04,2022-01-06,First Class,CUST-01192,Thomas Iyer,22.0,Male,Corporate,United States,San Francisco,Nevada,63299.0,West,PRD-7563,Office Supplies,Binders,Clipboard,17.65,1,0.0,3.38
ORD-2022-009038,2022-01-04,2022-01-10,Standard Class,CUST-00985,David Rodriguez,30.0,Male,Home Office,United States,Miami,Georgia,70674.0,South,PRD-6717,Office Supplies,Binders,3-Ring Binder,67.54,4,0.1,8.42
ORD-2022-009762,2022-01-04,2022-01-06,Second Class,CUST-00810,Sofia Singh,33.0,Female,Corporate,United States,Seattle,California,67507.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,311.81,6,0.0,40.74
ORD-2022-009740,2022-01-04,2022-01-10,Standard Class,CUST-00029,Susan Iyer,,Female,Corporate,United States,New York City,Massachusetts,19443.0,East,PRD-3082,Furniture,Chairs,Executive Leather Chair,1108.55,6,0.1,38.18
ORD-2022-008517,2022-01-04,2022-01-08,Standard Class,CUST-00989,Richard Taylor,22.0,Female,Home Office,United States,Chicago,Texas,75787.0,Central,PRD-3280,Technology,Copiers,Desktop Copier,1834.18,6,0.1,141.78
ORD-2022-006533,2022-01-04,2022-01-10,First Class,CUST-00835,Patricia Müller,35.0,Female,Home Office,United States,Atlanta,Tennessee,41162.0,South,PRD-1787,Technology,Copiers,Scanner Pro,738.61,2,0.2,72.55
ORD-2022-001892,2022-01-04,2022-01-05,Second Class,CUST-00339,Richard Costa,70.0,Male,Home Office,United States,Houston,Texas,59526.0,Central,PRD-7563,Office Supplies,Binders,Clipboard,70.62,4,0.15,7.64
ORD-2022-006444,2022-01-04,2022-01-10,Same Day,CUST-00747,Ananya Patel,69.0,Female,Consumer,United States,Newark,New York,52699.0,East,PRD-8369,Office Supplies,Paper,A4 Paper Ream,60.58,7,0.3,4.0
ORD-2022-002810,2022-01-05,2022-01-09,Standard Class,CUST-01038,Patricia Anderson,42.0,Female,Consumer,United States,Los Angeles,Nevada,60072.0,West,PRD-4700,Office Supplies,Storage,Binder Organizer,100.46,2,0.2,17.59
ORD-2022-007560,2022-01-05,2022-01-06,Standard Class,CUST-00508,Wei Khan,40.0,Female,Consumer,United States,Newark,New Jersey,98241.0,East,PRD-2118,Office Supplies,Art,Color Pencil Box,42.69,4,0.2,5.42
ORD-2022-009019,2022-01-05,2022-01-09,First Class,CUST-01035,Joseph Park,48.0,Male,Corporate,United States,Seattle,California,21922.0,West,PRD-8628,Office Supplies,Paper,Notebook Set,29.02,3,0.0,5.55
ORD-2022-003089,2022-01-05,2022-01-08,Standard Class,CUST-00450,Chen Müller,31.0,Female,Consumer,United States,Miami,Georgia,68225.0,South,PRD-9562,Office Supplies,Art,Sketch Pad,35.68,3,0.1,5.24
ORD-2022-007625,2022-01-05,2022-01-06,Standard Class,CUST-00532,James Smith,39.0,Male,Corporate,United States,Detroit,Michigan,65962.0,Central,PRD-5081,Office Supplies,Binders,Report Cover,18.23,1,0.0,4.64
ORD-2022-006899,2022-01-05,2022-01-07,Second Class,CUST-00824,William Wilson,58.0,Female,Consumer,United States,Charlotte,Georgia,71382.0,South,PRD-1922,Technology,Accessories,Wireless Mouse,53.85,1,0.1,6.97
ORD-2022-009201,2022-01-05,2022-01-09,Standard Class,CUST-00927,Patricia Costa,70.0,Male,Consumer,United States,Seattle,Nevada,84217.0,West,PRD-1787,Technology,Copiers,Scanner Pro,3146.39,7,0.0,419.24
ORD-2022-008454,2022-01-05,2022-01-11,Second Class,CUST-00655,John Nair,36.0,Female,Corporate,United States,Portland,California,29623.0,West,PRD-8628,Office Supplies,Paper,Notebook Set,43.27,3,0.05,11.99
ORD-2022-009561,2022-01-05,2022-01-09,Standard Class,CUST-00155,Sofia Williams,49.0,Female,Consumer,United States,Los Angeles,Oregon,34028.0,West,PRD-6287,Technology,Machines,Label Printer,555.07,3,0.4,-38.83
ORD-2022-003554,2022-01-05,2022-01-10,First Class,CUST-00390,Sofia Silva,50.0,Male,Home Office,United States,Atlanta,Florida,57363.0,South,PRD-8369,Office Supplies,Paper,A4 Paper Ream,85.88,7,0.0,13.51
ORD-2022-005590,2022-01-06,2022-01-10,Standard Class,CUST-00649,Sofia Thomas,66.0,Female,Home Office,United States,Los Angeles,Nevada,91562.0,West,PRD-3280,Technology,Copiers,Desktop Copier,2030.79,7,0.4,-187.86
ORD-2022-004390,2022-01-06,2022-01-07,First Class,CUST-00248,Jessica Costa,38.0,Male,Corporate,United States,Atlanta,Florida,90997.0,South,PRD-2795,Technology,Machines,Laser Printer,1067.85,4,0.1,193.57
ORD-2022-002963,2022-01-06,2022-01-07,Standard Class,CUST-00858,Jessica Smith,62.0,Male,Corporate,United States,New York City,Massachusetts,61637.0,East,PRD-2676,Furniture,Chairs,Mesh Office Chair,1440.06,7,0.05,108.73
ORD-2022-000062,2022-01-06,2022-01-11,First Class,CUST-00966,Jennifer Iyer,46.0,Male,Home Office,United States,New York City,Pennsylvania,73056.0,East,PRD-2795,Technology,Machines,Laser Printer,1649.18,5,0.0,144.01
ORD-2022-004700,2022-01-06,2022-01-07,Second Class,CUST-00402,William Nair,27.0,Female,Consumer,United States,Nashville,Tennessee,47262.0,South,PRD-3712,Technology,Accessories,Webcam,64.67,1,0.05,12.25
ORD-2022-009649,2022-01-06,2022-01-11,First Class,CUST-00656,Jessica Kim,31.0,Female,Home Office,United States,Los Angeles,Nevada,41012.0,West,PRD-2118,Office Supplies,Art,Color Pencil Box,45.69,4,0.2,4.91
ORD-2022-005068,2022-01-06,2022-01-11,Standard Class,CUST-00588,Ananya Anderson,63.0,Female,Home Office,United States,Houston,Illinois,96790.0,Central,PRD-1787,Technology,Copiers,Scanner Pro,1852.59,5,0.0,321.19
ORD-2022-006639,2022-01-06,2022-01-12,Standard Class,CUST-00350,David Williams,33.0,Male,Corporate,United States,Newark,New York,23347.0,East,PRD-5039,Office Supplies,Labels,Address Labels,54.2,6,0.0,13.13
ORD-2022-007745,2022-01-07,2022-01-10,Same Day,CUST-00365,Mary Wilson,46.0,Female,Corporate,United States,New York City,Pennsylvania,51838.0,East,PRD-2717,Furniture,Tables,Side Table,224.43,1,0.0,24.15
ORD-2022-009238,2022-01-07,2022-01-11,Standard Class,CUST-00169,Robert Khan,23.0,Female,Home Office,United States,Portland,California,57339.0,West,PRD-8628,Office Supplies,Paper,Notebook Set,58.27,5,0.05,11.02
ORD-2022-002714,2022-01-07,2022-01-13,First Class,CUST-01030,Yuki Costa,59.0,Male,Consumer,United States,Atlanta,North Carolina,74384.0,South,PRD-4434,Furniture,Tables,Computer Desk,1518.73,5,0.05,156.14
ORD-2022-008211,2022-01-07,2022-01-08,Second Class,CUST-00300,James Moore,45.0,Male,Consumer,United States,Newark,Pennsylvania,63985.0,East,PRD-5623,Office Supplies,Labels,Label Maker Tape,55.57,6,0.0,9.36
ORD-2022-005682,2022-01-07,2022-01-13,Same Day,CUST-00382,Arjun Müller,70.0,Male,Consumer,United States,Detroit,Ohio,17554.0,Central,PRD-5623,Office Supplies,Labels,Label Maker Tape,69.65,7,0.0,11.61
ORD-2022-005389,2022-01-08,2022-01-10,Standard Class,CUST-00913,Ananya Kim,30.0,Female,Consumer,United States,Charlotte,Florida,10495.0,South,PRD-8154,Furniture,Tables,Conference Table,1190.42,6,0.3,-7.45
ORD-2022-004513,2022-01-08,2022-01-09,First Class,CUST-00665,Ananya Rodriguez,45.0,Female,Corporate,United States,San Francisco,Oregon,82538.0,West,PRD-6717,Office Supplies,Binders,3-Ring Binder,80.02,5,0.05,17.94
ORD-2022-001277,2022-01-08,2022-01-09,First Class,CUST-00966,Jennifer Iyer,46.0,Male,Home Office,United States,Houston,Illinois,50190.0,Central,PRD-3917,Furniture,Bookcases,Oak Bookcase,144.16,1,0.1,14.45
ORD-2022-003341,2022-01-08,2022-01-11,Standard Class,CUST-00424,Michael Jones,34.0,Male,Consumer,United States,Nashville,Florida,28646.0,South,PRD-3705,Office Supplies,Paper,Sticky Notes Pack,19.05,2,0.3,0.96
ORD-2022-002036,2022-01-08,2022-01-13,Standard Class,CUST-00053,Richard Garcia,19.0,Male,Corporate,United States,Houston,Illinois,13489.0,Central,PRD-2499,Technology,Accessories,USB Hub,298.43,5,0.05,39.87
ORD-2022-007262,2022-01-08,2022-01-09,First Class,CUST-01031,Chen Rodriguez,66.0,Female,Home Office,United States,Houston,Texas,91642.0,Central,PRD-3082,Furniture,Chairs,Executive Leather Chair,275.25,2,0.2,-6.23
ORD-2022-007653,2022-01-08,2022-01-10,Standard Class,CUST-00642,Joseph Miller,40.0,Female,Corporate,United States,Detroit,Michigan,29206.0,Central,PRD-2795,Technology,Machines,Laser Printer,802.96,3,0.05,120.39
ORD-2022-004467,2022-01-08,2022-01-09,Second Class,CUST-00883,Ananya Brown,33.0,Female,Consumer,United States,Detroit,Ohio,10103.0,Central,PRD-7563,Office Supplies,Binders,Clipboard,76.75,5,0.2,6.43
ORD-2022-002621,2022-01-08,2022-01-13,Standard Class,CUST-00069,Fatima Anderson,24.0,Male,Corporate,United States,Seattle,Nevada,91352.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,40.25,1,0.15,4.06
ORD-2022-000433,2022-01-08,2022-01-13,First Class,CUST-00947,Yuki Singh,46.0,Male,Consumer,United States,Charlotte,Tennessee,13824.0,South,PRD-9562,Office Supplies,Art,Sketch Pad,31.06,2,0.2,5.13
ORD-2022-001356,2022-01-09,2022-01-10,First Class,CUST-00958,Jessica Costa,32.0,Male,Consumer,United States,Newark,New Jersey,22775.0,East,PRD-8658,Furniture,Tables,Round Table,1949.69,6,0.0,249.43
ORD-2022-001113,2022-01-09,2022-01-12,Standard Class,CUST-00590,Sofia Thomas,29.0,Male,Home Office,United States,Detroit,Illinois,14267.0,Central,PRD-1922,Technology,Accessories,Wireless Mouse,178.61,3,0.15,16.22
ORD-2022-005939,2022-01-09,2022-01-12,Standard Class,CUST-00177,Charles Park,51.0,Female,Consumer,United States,Detroit,Michigan,64209.0,Central,PRD-3207,Furniture,Furnishings,Desk Lamp,222.25,5,0.1,21.89
ORD-2022-004717,2022-01-09,2022-01-14,First Class,CUST-00917,Ananya Kim,26.0,Female,Consumer,United States,Los Angeles,Nevada,19538.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,121.89,3,0.15,12.35
ORD-2022-000937,2022-01-09,2022-01-12,Standard Class,CUST-00466,Mary Smith,56.0,Female,Home Office,United States,Seattle,Oregon,46499.0,West,PRD-1787,Technology,Copiers,Scanner Pro,908.04,2,0.0,127.01
ORD-2022-009336,2022-01-09,2022-01-15,Standard Class,CUST-01182,Charles Thomas,58.0,Male,Home Office,United States,Portland,Oregon,32945.0,West,PRD-4226,Office Supplies,Storage,Storage Box,52.53,1,0.05,12.68
ORD-2022-008287,2022-01-10,2022-01-11,Standard Class,CUST-01335,Wei Smith,31.0,Female,Consumer,United States,Portland,Nevada,41503.0,West,PRD-2499,Technology,Accessories,USB Hub,70.57,2,0.4,-10.05
ORD-2022-001115,2022-01-10,2022-01-12,First Class,CUST-00159,Thomas Müller,35.0,Female,Corporate,United States,Nashville,Georgia,31785.0,South,PRD-3917,Furniture,Bookcases,Oak Bookcase,670.13,5,0.15,-6.49
ORD-2022-003027,2022-01-10,2022-01-13,Standard Class,CUST-00707,Arjun Nair,69.0,Male,Consumer,United States,Los Angeles,Nevada,52002.0,West,PRD-5081,Office Supplies,Binders,Report Cover,79.74,4,0.1,12.47
ORD-2022-009164,2022-01-10,2022-01-13,First Class,CUST-00007,Wei Nair,55.0,Male,Corporate,United States,Los Angeles,Nevada,24177.0,West,PRD-8369,Office Supplies,Paper,A4 Paper Ream,20.96,2,0.05,3.59
ORD-2022-008952,2022-01-10,2022-01-12,Standard Class,CUST-01309,Susan Martinez,68.0,Male,Consumer,United States,Boston,New York,13845.0,East,PRD-8628,Office Supplies,Paper,Notebook Set,63.71,7,0.2,6.38
ORD-2022-007045,2022-01-10,2022-01-15,First Class,CUST-00587,John Davis,54.0,Female,Consumer,United States,Nashville,Tennessee,96614.0,South,PRD-6717,Office Supplies,Binders,3-Ring Binder,99.35,6,0.0,25.44
ORD-2022-006388,2022-01-11,2022-01-13,First Class,CUST-00814,Mary Anderson,69.0,Female,Home Office,United States,Los Angeles,California,52058.0,West,PRD-5248,Office Supplies,Art,Marker Set,45.59,4,0.3,0.97
ORD-2022-003200,2022-01-11,2022-01-14,Standard Class,CUST-01112,James Nair,40.0,Female,Home Office,United States,Detroit,Texas,96161.0,Central,PRD-2830,Office Supplies,Storage,File Cabinet,455.97,7,0.1,47.93
ORD-2022-001260,2022-01-11,2022-01-13,Standard Class,CUST-01067,Rahul Müller,57.0,Female,Consumer,United States,Chicago,Michigan,69057.0,Central,PRD-2830,Office Supplies,Storage,File Cabinet,228.81,4,0.2,27.49
ORD-2022-001810,2022-01-11,2022-01-15,Standard Class,CUST-00882,Rahul Williams,43.0,Male,Consumer,United States,Charlotte,Florida,69111.0,South,PRD-8218,Technology,Accessories,Mechanical Keyboard,169.21,3,0.2,17.44
ORD-2022-004179,2022-01-11,2022-01-13,Standard Class,CUST-00602,Sarah Wilson,61.0,Female,Consumer,United States,Nashville,North Carolina,24070.0,South,PRD-5358,Furniture,Bookcases,Metal Bookcase,364.05,3,0.0,39.13
ORD-2022-000197,2022-01-12,2022-01-14,Second Class,CUST-01215,Arjun Nair,36.0,Male,Home Office,United States,Columbus,Ohio,31247.0,Central,PRD-2795,Technology,Machines,Laser Printer,478.12,2,0.15,23.58
ORD-2022-001383,2022-01-12,2022-01-14,First Class,CUST-00430,Robert Moore,55.0,Female,Corporate,United States,Atlanta,Florida,60465.0,South,PRD-5623,Office Supplies,Labels,Label Maker Tape,75.69,7,0.15,11.05
ORD-2022-002550,2022-01-12,2022-01-16,Second Class,CUST-00994,Chen Costa,34.0,Female,Home Office,United States,Nashville,North Carolina,45078.0,South,PRD-1787,Technology,Copiers,Scanner Pro,2400.76,7,0.0,411.29
ORD-2022-009058,2022-01-12,2022-01-17,Standard Class,CUST-00991,Jennifer Miller,20.0,Female,Corporate,United States,Chicago,Illinois,58688.0,Central,PRD-9562,Office Supplies,Art,Sketch Pad,98.64,7,0.2,13.07
ORD-2022-008898,2022-01-13,2022-01-16,First Class,CUST-01105,Joseph Anderson,68.0,Female,Home Office,United States,Seattle,Oregon,40634.0,West,PRD-9785,Technology,Phones,Smartphone X200,774.81,3,0.0,198.89
ORD-2022-002944,2022-01-13,2022-01-14,Standard Class,CUST-00112,Linda Davis,20.0,Male,Home Office,United States,Los Angeles,Oregon,76917.0,West,PRD-4700,Office Supplies,Storage,Binder Organizer,323.88,7,0.1,55.26
ORD-2022-000644,2022-01-13,2022-01-19,Second Class,CUST-00234,Ananya Müller,26.0,Male,Consumer,United States,Nashville,Tennessee,79575.0,South,PRD-5039,Office Supplies,Labels,Address Labels,35.77,5,0.2,3.05
ORD-2022-002935,2022-01-13,2022-01-18,First Class,CUST-00096,Yuki Moore,61.0,Male,Corporate,United States,Columbus,Michigan,53644.0,Central,PRD-3705,Office Supplies,Paper,Sticky Notes Pack,25.09,2,0.1,4.82
ORD-2022-008881,2022-01-14,2022-01-16,Standard Class,CUST-01234,Sofia Müller,59.0,Female,Corporate,United States,Houston,Texas,57039.0,Central,PRD-3280,Technology,Copiers,Desktop Copier,1086.81,3,0.2,84.95
ORD-2022-007492,2022-01-14,2022-01-15,Second Class,CUST-01390,Charles Garcia,,Male,Consumer,United States,Detroit,Ohio,26916.0,Central,PRD-8154,Furniture,Tables,Conference Table,842.61,6,0.4,-55.32
ORD-2022-000656,2022-01-14,2022-01-17,Standard Class,CUST-00361,Elizabeth Kim,39.0,Male,Consumer,United States,Newark,New Jersey,12526.0,East,PRD-5248,Office Supplies,Art,Marker Set,87.15,5,0.1,10.1
ORD-2022-006680,2022-01-14,2022-01-18,Standard Class,CUST-01392,Michael Williams,36.0,Female,Corporate,United States,Los Angeles,Oregon,27887.0,West,PRD-6287,Technology,Machines,Label Printer,1283.35,4,0.0,254.04
ORD-2022-000769,2022-01-15,2022-01-19,Same Day,CUST-00957,Karen Miller,52.0,Male,Corporate,United States,Charlotte,Florida,77381.0,South,PRD-9785,Technology,Phones,Smartphone X200,1989.35,6,0.0,419.8
ORD-2022-009497,2022-01-15,2022-01-17,Standard Class,CUST-00933,Susan Johnson,47.0,Female,Corporate,United States,New York City,New York,90575.0,East,PRD-5081,Office Supplies,Binders,Report Cover,34.71,3,0.2,2.98
ORD-2022-000107,2022-01-15,2022-01-19,Second Class,CUST-00530,Jennifer Jones,27.0,Female,Consumer,United States,Philadelphia,New York,94938.0,East,PRD-8628,Office Supplies,Paper,Notebook Set,106.94,7,0.0,26.43
ORD-2022-002102,2022-01-16,2022-01-17,First Class,CUST-01300,David Costa,53.0,Female,Home Office,United States,Los Angeles,Washington,23213.0,West,PRD-3280,Technology,Copiers,Desktop Copier,2232.73,6,0.05,416.35
ORD-2022-004818,2022-01-16,2022-01-19,Standard Class,CUST-00958,Jessica Costa,32.0,Male,Consumer,United States,Boston,Pennsylvania,91446.0,East,PRD-6287,Technology,Machines,Label Printer,1291.01,6,0.2,39.92
ORD-2022-000986,2022-01-16,2022-01-18,Standard Class,CUST-00195,Charles Martinez,28.0,Male,Home Office,United States,New York City,New York,70887.0,East,PRD-9562,Office Supplies,Art,Sketch Pad,29.28,2,0.1,3.77
ORD-2022-006569,2022-01-16,2022-01-20,First Class,CUST-01021,Arjun Miller,22.0,Female,Consumer,United States,Detroit,Ohio,33191.0,Central,PRD-2795,Technology,Machines,Laser Printer,1343.4,4,0.0,153.73
ORD-2022-001098,2022-01-16,2022-01-20,Standard Class,CUST-00414,Mary Davis,38.0,Male,Corporate,United States,New York City,Massachusetts,36700.0,East,PRD-3299,Furniture,Furnishings,Wall Clock,37.64,1,0.1,4.13
ORD-2022-007422,2022-01-16,2022-01-21,Same Day,CUST-01130,Chen Moore,37.0,Male,Corporate,United States,San Francisco,Oregon,16044.0,West,PRD-3712,Technology,Accessories,Webcam,102.4,3,0.4,-5.5
ORD-2022-007949,2022-01-16,2022-01-19,Standard Class,CUST-00455,Karen Jones,19.0,Female,Corporate,United States,New York City,New Jersey,42198.0,East,PRD-1787,Technology,Copiers,Scanner Pro,686.91,2,0.1,88.74
ORD-2022-003319,2022-01-16,2022-01-22,Standard Class,CUST-00767,Robert Williams,30.0,Male,Consumer,United States,Philadelphia,Pennsylvania,78219.0,East,PRD-8218,Technology,Accessories,Mechanical Keyboard,56.06,1,0.0,5.88
ORD-2022-005271,2022-01-17,2022-01-19,Standard Class,CUST-00591,Ananya Singh,65.0,Male,Consumer,United States,Philadelphia,Massachusetts,85684.0,East,PRD-3917,Furniture,Bookcases,Oak Bookcase,1212.92,7,0.0,166.06
ORD-2022-003566,2022-01-17,2022-01-21,Standard Class,CUST-00449,Linda Nair,36.0,Male,Consumer,United States,Chicago,Michigan,76228.0,Central,PRD-8658,Furniture,Tables,Round Table,272.9,1,0.1,27.62
ORD-2022-009408,2022-01-17,2022-01-21,Same Day,CUST-00917,Ananya Kim,26.0,Female,Home Office,United States,Portland,Oregon,73271.0,West,PRD-4226,Office Supplies,Storage,Storage Box,255.7,5,0.3,7.28
ORD-2022-003779,2022-01-18,2022-01-24,Standard Class,CUST-00813,Susan Jones,56.0,Female,Consumer,United States,Portland,Washington,95886.0,West,PRD-6287,Technology,Machines,Label Printer,2239.26,7,0.0,430.23
ORD-2022-004542,2022-01-18,2022-01-23,Same Day,CUST-00786,Jennifer Johnson,66.0,Female,Consumer,United States,Los Angeles,Washington,56470.0,West,PRD-6803,Furniture,Chairs,Folding Chair,935.26,5,0.2,30.93
ORD-2022-002503,2022-01-18,2022-01-19,Same Day,CUST-00884,Charles Silva,50.0,Male,Corporate,United States,Chicago,Illinois,16528.0,Central,PRD-5081,Office Supplies,Binders,Report Cover,59.74,4,0.1,11.65
ORD-2022-003455,2022-01-18,2022-01-21,Standard Class,CUST-00353,Nancy Taylor,40.0,Female,Consumer,United States,Los Angeles,Nevada,69821.0,West,PRD-3712,Technology,Accessories,Webcam,53.47,1,0.05,7.4
ORD-2022-008860,2022-01-18,2022-01-23,Standard Class,CUST-00732,Karen Rodriguez,19.0,Female,Consumer,United States,Seattle,Oregon,49760.0,West,PRD-2499,Technology,Accessories,USB Hub,253.42,4,0.1,37.14
